Name                                                                                                                                    Stmts   Miss  Cover
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/__init__                                              0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/csrf                                                  9      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/debug                                               178     35    80%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/decorators/__init__                                   0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/decorators/cache                                     37      8    78%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/decorators/csrf                                      28      2    93%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/decorators/http                                      73      5    93%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/decorators/vary                                      20      8    60%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/defaults                                             14      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/generic/__init__                                      7      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/generic/base                                         72      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/generic/create_update                               103     10    90%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/generic/date_based                                  186     95    49%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/generic/dates                                       257     10    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/generic/detail                                       66      2    97%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/generic/edit                                        114      9    92%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/generic/list                                         77      1    99%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/generic/list_detail                                  63     14    78%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/generic/simple                                       25      9    64%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/i18n                                                133     10    92%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/views/static                                               16      0   100%
-----------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                                                                                                   36868   4673    87%
