Name                                                                                                Stmts   Miss  Cover
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ca/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ca/ca_provinces                           37      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ca/forms                                  77      2    97%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ch/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ch/ch_states                               2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ch/forms                                  69      4    94%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/cl/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/cl/cl_regions                              2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/cl/forms                                  48      2    96%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/cn/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/cn/cn_provinces                            2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/cn/forms                                  65      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/co/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/co/co_departments                          2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/co/forms                                   6      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/cz/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/cz/cz_regions                              2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/cz/forms                                  69      2    97%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/de/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/de/de_states                               2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/de/forms                                  49      2    96%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ec/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ec/ec_provinces                            2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ec/forms                                   6      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/es/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/es/es_provinces                            2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/es/es_regions                              2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/es/forms                                  76      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/fi/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/fi/fi_municipalities                     343      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/fi/forms                                  29      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/fr/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/fr/forms                                  27      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/fr/fr_department                           1      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/gb/__init__                                0      0   100%
