Name                                                                                     Stmts   Miss  Cover
/home/gdub/tmp/metrics/2008-01-13/django/core/urlresolvers                                 197     31    84%
/home/gdub/tmp/metrics/2008-01-13/django/core/validators                                   411    281    32%
/home/gdub/tmp/metrics/2008-01-13/django/core/xheaders                                       5      2    60%
/home/gdub/tmp/metrics/2008-01-13/django/db/__init__                                        39     12    69%
/home/gdub/tmp/metrics/2008-01-13/django/db/backends/__init__                               91     14    85%
/home/gdub/tmp/metrics/2008-01-13/django/db/backends/sqlite3/__init__                        0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/db/backends/sqlite3/base                           97     19    80%
/home/gdub/tmp/metrics/2008-01-13/django/db/backends/sqlite3/creation                        1      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/db/backends/sqlite3/introspection                  40     27    33%
/home/gdub/tmp/metrics/2008-01-13/django/db/backends/util                                   74     15    80%
/home/gdub/tmp/metrics/2008-01-13/django/db/models/__init__                                 21      5    76%
/home/gdub/tmp/metrics/2008-01-13/django/db/models/base                                    300     64    79%
/home/gdub/tmp/metrics/2008-01-13/django/db/models/fields/__init__                         735    210    71%
/home/gdub/tmp/metrics/2008-01-13/django/db/models/fields/related                          511     91    82%
/home/gdub/tmp/metrics/2008-01-13/django/db/models/fields/subclassing                       22      2    91%
/home/gdub/tmp/metrics/2008-01-13/django/db/models/loading                                  92     11    88%
/home/gdub/tmp/metrics/2008-01-13/django/db/models/manager                                  76      2    97%
/home/gdub/tmp/metrics/2008-01-13/django/db/models/manipulators                            226    144    36%
/home/gdub/tmp/metrics/2008-01-13/django/db/models/options                                 218     60    72%
/home/gdub/tmp/metrics/2008-01-13/django/db/models/query                                   723     71    90%
/home/gdub/tmp/metrics/2008-01-13/django/db/models/related                                  97     64    34%
/home/gdub/tmp/metrics/2008-01-13/django/db/models/signals                                   8      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/db/transaction                                    100     10    90%
/home/gdub/tmp/metrics/2008-01-13/django/dispatch/__init__                                   3      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/dispatch/dispatcher                               192     47    76%
/home/gdub/tmp/metrics/2008-01-13/django/dispatch/errors                                     3      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/dispatch/robust                                    11      1    91%
/home/gdub/tmp/metrics/2008-01-13/django/dispatch/robustapply                               20      1    95%
/home/gdub/tmp/metrics/2008-01-13/django/dispatch/saferef                                   80     18    78%
/home/gdub/tmp/metrics/2008-01-13/django/http/__init__                                     285     55    81%
/home/gdub/tmp/metrics/2008-01-13/django/http/utils                                         11      3    73%
/home/gdub/tmp/metrics/2008-01-13/django/middleware/__init__                                 0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/middleware/common                                  69     31    55%
/home/gdub/tmp/metrics/2008-01-13/django/newforms/__init__                                   5      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/newforms/extras/__init__                            1      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/newforms/extras/widgets                            38      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/newforms/fields                                   409     26    94%
/home/gdub/tmp/metrics/2008-01-13/django/newforms/forms                                    182      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/newforms/models                                   220     14    94%
/home/gdub/tmp/metrics/2008-01-13/django/newforms/util                                      33      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/newforms/widgets                                  277     12    96%
/home/gdub/tmp/metrics/2008-01-13/django/oldforms/__init__                                 715    373    48%
/home/gdub/tmp/metrics/2008-01-13/django/shortcuts/__init__                                 26      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/template/__init__                                 580    119    79%
/home/gdub/tmp/metrics/2008-01-13/django/template/context                                   71     14    80%
/home/gdub/tmp/metrics/2008-01-13/django/template/defaultfilters                           487     27    94%
/home/gdub/tmp/metrics/2008-01-13/django/template/defaulttags                              533     75    86%
/home/gdub/tmp/metrics/2008-01-13/django/template/loader                                    62     17    73%
/home/gdub/tmp/metrics/2008-01-13/django/template/loader_tags                              127     13    90%
/home/gdub/tmp/metrics/2008-01-13/django/template/loaders/__init__                           0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/template/loaders/app_directories                   37      5    86%
/home/gdub/tmp/metrics/2008-01-13/django/template/loaders/filesystem                        23      1    96%
/home/gdub/tmp/metrics/2008-01-13/django/templatetags/__init__                               6      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/templatetags/cache                                 30      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/templatetags/i18n                                 138     21    85%
/home/gdub/tmp/metrics/2008-01-13/django/test/__init__                                       2      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/test/_doctest                                     899    366    59%
/home/gdub/tmp/metrics/2008-01-13/django/test/client                                       122      6    95%
/home/gdub/tmp/metrics/2008-01-13/django/test/signals                                        1      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/test/simple                                        79     24    70%
/home/gdub/tmp/metrics/2008-01-13/django/test/testcases                                     85      1    99%
/home/gdub/tmp/metrics/2008-01-13/django/test/utils                                        133     70    47%
/home/gdub/tmp/metrics/2008-01-13/django/utils/__init__                                      0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/utils/_os                                           8      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/utils/cache                                        94     69    27%
/home/gdub/tmp/metrics/2008-01-13/django/utils/checksums                                    11      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/utils/datastructures                              204     48    76%
/home/gdub/tmp/metrics/2008-01-13/django/utils/dateformat                                  154     19    88%
/home/gdub/tmp/metrics/2008-01-13/django/utils/dates                                         8      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/utils/encoding                                     51      8    84%
/home/gdub/tmp/metrics/2008-01-13/django/utils/functional                                   74      7    91%
/home/gdub/tmp/metrics/2008-01-13/django/utils/html                                         91     21    77%
/home/gdub/tmp/metrics/2008-01-13/django/utils/http                                         20      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/utils/itercompat                                   40     26    35%
/home/gdub/tmp/metrics/2008-01-13/django/utils/maxlength                                    26      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/utils/safestring                                   53      8    85%
/home/gdub/tmp/metrics/2008-01-13/django/utils/simplejson/__init__                          34     16    53%
/home/gdub/tmp/metrics/2008-01-13/django/utils/simplejson/decoder                          168     31    82%
/home/gdub/tmp/metrics/2008-01-13/django/utils/simplejson/encoder                          178     35    80%
/home/gdub/tmp/metrics/2008-01-13/django/utils/simplejson/scanner                           48      5    90%
/home/gdub/tmp/metrics/2008-01-13/django/utils/synch                                        56     16    71%
/home/gdub/tmp/metrics/2008-01-13/django/utils/termcolors                                   24     15    38%
/home/gdub/tmp/metrics/2008-01-13/django/utils/text                                        139     22    84%
/home/gdub/tmp/metrics/2008-01-13/django/utils/timesince                                    34      4    88%
/home/gdub/tmp/metrics/2008-01-13/django/utils/translation/__init__                         59      7    88%
/home/gdub/tmp/metrics/2008-01-13/django/utils/translation/trans_real                      316    157    50%
/home/gdub/tmp/metrics/2008-01-13/django/utils/tzinfo                                       45      9    80%
/home/gdub/tmp/metrics/2008-01-13/django/utils/version                                      20      9    55%
/home/gdub/tmp/metrics/2008-01-13/django/utils/xmlutils                                      8      1    88%
/home/gdub/tmp/metrics/2008-01-13/django/views/__init__                                      0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/views/defaults                                     51     19    63%
/home/gdub/tmp/metrics/2008-01-13/django/views/generic/__init__                              0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/views/generic/date_based                          176    115    35%
/home/gdub/tmp/metrics/2008-01-13/django/views/generic/simple                               17     10    41%
/home/gdub/tmp/metrics/2008-01-13/django/views/i18n                                         97     30    69%
/home/gdub/tmp/metrics/2008-01-13/django/views/static                                       69     28    59%
------------------------------------------------------------------------------------------------------------
TOTAL                                                                                    18482   4802    74%
